userID,placeID,rating,food_rating,service_rating,latitude_user,longitude_user,smoker,drink_level,dress_preference,ambience,transport,marital_status,hijos,birth_year,interest,personality,religion,activity,color,weight,budget,height,latitude_rest,longitude_rest,name,address,city,state,country,alcohol,smoking_area,dress_code,accessibility,price,Rambience,franchise,area,other_services,Rcuisine,parking_lot,rest_payment_methods,user_payment_methods,age,price_category,frequent_rater,payment_match
U1022,135040,0,0,0,22.146708,-100.964355,false,casual drinker,formal,family,car owner,single,independent,1990,variety,hard-worker,Catholic,student,purple,46,medium,1.54,22.135617,-100.969709,Restaurant los Compadres,Camino a Simon Diaz 155 Centro,San Luis Potosi,SLP,Mexico,wine-beer,none,informal,no_accessibility,high,familiar,f,closed,none,,yes,"MasterCard-Eurocard, VISA, cash",cash,36,Expensive,True,True
U1076,135073,2,1,1,22.156469,-100.98554,false,social drinker,elegant,family,public,married,kids,1987,technology,thrifty-protector,Catholic,student,blue,65,medium,1.71,22.147175,-100.974269,Restaurante Bar El Gallinero,Pascual M. Hernandez 210 Centro,San Luis Potosi,SLP,Mexico,wine-beer,section,informal,no_accessibility,high,familiar,f,closed,none,bar,yes,"MasterCard-Eurocard, VISA, cash","VISA, bank_debit_cards, cash",39,Expensive,False,True
U1076,135073,2,1,1,22.156469,-100.98554,false,social drinker,elegant,family,public,married,kids,1987,technology,thrifty-protector,Catholic,student,blue,65,medium,1.71,22.147175,-100.974269,Restaurante Bar El Gallinero,Pascual M. Hernandez 210 Centro,San Luis Potosi,SLP,Mexico,wine-beer,section,informal,no_accessibility,high,familiar,f,closed,none,bar_pub_brewery,yes,"MasterCard-Eurocard, VISA, cash","VISA, bank_debit_cards, cash",39,Expensive,False,True
U1022,135033,1,1,2,22.146708,-100.964355,false,casual drinker,formal,family,car owner,single,independent,1990,variety,hard-worker,Catholic,student,purple,46,medium,1.54,22.14161,-100.973142,Restaurant El Muladar de Calzada,De Guadalupe 460 San Miguelito,San Luis Potosi,SLP,Mexico,no_alcohol_served,section,informal,no_accessibility,medium,familiar,f,closed,none,,none,"American_Express, MasterCard-Eurocard, VISA, cash",cash,36,Moderate,True,True
U1022,135025,0,0,0,22.146708,-100.964355,false,casual drinker,formal,family,car owner,single,independent,1990,variety,hard-worker,Catholic,student,purple,46,medium,1.54,22.14955,-100.97797,El Rincon de San Francisco,1a. de Lozada 1,San Luis Potosi,SLP,Mexico,no_alcohol_served,none,informal,no_accessibility,medium,familiar,f,closed,none,mexican,none,"American_Express, MasterCard-Eurocard, VISA, cash",cash,36,Moderate,True,True
U1022,135032,1,1,2,22.146708,-100.964355,false,casual drinker,formal,family,car owner,single,independent,1990,variety,hard-worker,Catholic,student,purple,46,medium,1.54,22.152481,-100.973486,Cafeteria y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,SLP,Mexico,wine-beer,section,informal,no_accessibility,medium,familiar,f,closed,none,cafeteria,public,"MasterCard-Eurocard, VISA, cash",cash,36,Moderate,True,True
U1022,135032,1,1,2,22.146708,-100.964355,false,casual drinker,formal,family,car owner,single,independent,1990,variety,hard-worker,Catholic,student,purple,46,medium,1.54,22.152481,-100.973486,Cafeteria y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,SLP,Mexico,wine-beer,section,informal,no_accessibility,medium,familiar,f,closed,none,contemporary,public,"MasterCard-Eurocard, VISA, cash",cash,36,Moderate,True,True
U1022,135057,2,2,2,22.146708,-100.964355,false,casual drinker,formal,family,car owner,single,independent,1990,variety,hard-worker,Catholic,student,purple,46,medium,1.54,22.145992,-100.955118,El Herradero Restaurante and Bar,Costado Sur Central Camionera Km 2,San Luis Potosi,SLP,Mexico,wine-beer,section,informal,no_accessibility,medium,familiar,f,closed,none,bar,yes,"American_Express, MasterCard-Eurocard, VISA, cash",cash,36,Moderate,True,True
U1022,135060,1,1,2,22.146708,-100.964355,false,casual drinker,formal,family,car owner,single,independent,1990,variety,hard-worker,Catholic,student,purple,46,medium,1.54,22.156883,-100.978485,Restaurante Marisco Sam,Ignacio Allende 785 Centro,San Luis Potosi,SLP,Mexico,no_alcohol_served,none,informal,no_accessibility,medium,familiar,f,closed,none,seafood,none,cash,cash,36,Moderate,True,True
U1022,135052,2,2,2,22.146708,-100.964355,false,casual drinker,formal,family,car owner,single,independent,1990,variety,hard-worker,Catholic,student,purple,46,medium,1.54,22.150981,-100.977412,La Cantina Restaurante,Ignacio Aldama 300 Centro,San Luis Potosi,SLP,Mexico,full_bar,none,informal,no_accessibility,high,familiar,f,closed,none,bar,none,"MasterCard-Eurocard, VISA, cash",cash,36,Expensive,True,True
U1022,135052,2,2,2,22.146708,-100.964355,false,casual drinker,formal,family,car owner,single,independent,1990,variety,hard-worker,Catholic,student,purple,46,medium,1.54,22.150981,-100.977412,La Cantina Restaurante,Ignacio Aldama 300 Centro,San Luis Potosi,SLP,Mexico,full_bar,none,informal,no_accessibility,high,familiar,f,closed,none,bar_pub_brewery,none,"MasterCard-Eurocard, VISA, cash",cash,36,Expensive,True,True
U1022,135038,2,1,2,22.146708,-100.964355,false,casual drinker,formal,family,car owner,single,independent,1990,variety,hard-worker,Catholic,student,purple,46,medium,1.54,22.155651,-100.977767,Restaurant la Chalita,Guajardo Sn San Luis Potosi Centro,San Luis Potosi,SLP,Mexico,no_alcohol_served,section,informal,no_accessibility,medium,familiar,f,closed,none,,none,cash,cash,36,Moderate,True,True
U1022,135081,0,2,1,22.146708,-100.964355,false,casual drinker,formal,family,car owner,single,independent,1990,variety,hard-worker,Catholic,student,purple,46,medium,1.54,22.164842,-100.960493,El Club,Mexico 810 Centro,San Luis Potosi,SLP,Mexico,no_alcohol_served,none,informal,no_accessibility,medium,familiar,f,closed,none,,none,"MasterCard-Eurocard, VISA, cash",cash,36,Moderate,True,True
U1022,135045,2,1,1,22.146708,-100.964355,false,casual drinker,formal,family,car owner,single,independent,1990,variety,hard-worker,Catholic,student,purple,46,medium,1.54,22.151189,-100.98179,Restaurante la Gran Via,Venustiano Carranza 560 Centro,San Luis Potosi,SLP,Mexico,wine-beer,none,casual,no_accessibility,high,familiar,f,closed,none,,yes,"American_Express, MasterCard-Eurocard, VISA, cash",cash,36,Expensive,True,True
U1022,135051,2,1,1,22.146708,-100.964355,false,casual drinker,formal,family,car owner,single,independent,1990,variety,hard-worker,Catholic,student,purple,46,medium,1.54,22.151189,-100.977058,Restaurante Versalles,Francisco I. Madero 145 Centro,San Luis Potosi,SLP,Mexico,no_alcohol_served,section,informal,no_accessibility,low,familiar,f,closed,none,,none,cash,cash,36,Affordable,True,True
U1022,135073,2,2,2,22.146708,-100.964355,false,casual drinker,formal,family,car owner,single,independent,1990,variety,hard-worker,Catholic,student,purple,46,medium,1.54,22.147175,-100.974269,Restaurante Bar El Gallinero,Pascual M. Hernandez 210 Centro,San Luis Potosi,SLP,Mexico,wine-beer,section,informal,no_accessibility,high,familiar,f,closed,none,bar,yes,"MasterCard-Eurocard, VISA, cash",cash,36,Expensive,True,True
U1022,135073,2,2,2,22.146708,-100.964355,false,casual drinker,formal,family,car owner,single,independent,1990,variety,hard-worker,Catholic,student,purple,46,medium,1.54,22.147175,-100.974269,Restaurante Bar El Gallinero,Pascual M. Hernandez 210 Centro,San Luis Potosi,SLP,Mexico,wine-beer,section,informal,no_accessibility,high,familiar,f,closed,none,bar_pub_brewery,yes,"MasterCard-Eurocard, VISA, cash",cash,36,Expensive,True,True
U1022,135062,1,2,1,22.146708,-100.964355,false,casual drinker,formal,family,car owner,single,independent,1990,variety,hard-worker,Catholic,student,purple,46,medium,1.54,22.153703,-100.979033,Restaurante El Cielo Potosino,Julian de Los Reyes 400 Centro,San Luis Potosi,SLP,Mexico,no_alcohol_served,none,informal,no_accessibility,medium,familiar,f,closed,none,,yes,cash,cash,36,Moderate,True,True
U1022,135063,2,1,2,22.146708,-100.964355,false,casual drinker,formal,family,car owner,single,independent,1990,variety,hard-worker,Catholic,student,purple,46,medium,1.54,22.156724,-100.975556,Restaurante Alhondiga,Alhondiga 62 Centro,San Luis Potosi,SLP,Mexico,no_alcohol_served,none,informal,no_accessibility,medium,familiar,f,closed,none,,none,cash,cash,36,Moderate,True,True
U1094,135054,0,0,0,23.73944,-99.160548,false,abstemious,informal,friends,public,single,independent,1991,variety,thrifty-protector,Catholic,student,green,59,medium,1.71,22.140626,-100.915657,Restaurante y Pescaderia Tampico,Ricardo B. Anaya 2700 Estrella de Oriente,San Luis Potosi,SLP,Mexico,no_alcohol_served,none,informal,no_accessibility,high,familiar,f,closed,none,seafood,yes,"MasterCard-Eurocard, VISA, cash",cash,35,Expensive,True,True
U1094,135082,0,0,0,23.73944,-99.160548,false,abstemious,informal,friends,public,single,independent,1991,variety,thrifty-protector,Catholic,student,green,59,medium,1.71,22.151448,-100.915099,la Estrella de Dimas,Villa de Pozos 192 Villa de Pozos,San Luis Potosi,SLP,Mexico,no_alcohol_served,none,informal,no_accessibility,medium,familiar,f,closed,none,,none,cash,cash,35,Moderate,True,True
U1094,135057,0,1,0,23.73944,-99.160548,false,abstemious,informal,friends,public,single,independent,1991,variety,thrifty-protector,Catholic,student,green,59,medium,1.71,22.145992,-100.955118,El Herradero Restaurante and Bar,Costado Sur Central Camionera Km 2,San Luis Potosi,SLP,Mexico,wine-beer,section,informal,no_accessibility,medium,familiar,f,closed,none,bar,yes,"American_Express, MasterCard-Eurocard, VISA, cash",cash,35,Moderate,True,True
U1094,135071,0,1,0,23.73944,-99.160548,false,abstemious,informal,friends,public,single,independent,1991,variety,thrifty-protector,Catholic,student,green,59,medium,1.71,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,SLP,Mexico,full_bar,section,informal,no_accessibility,medium,familiar,f,closed,none,bar,yes,"American_Express, MasterCard-Eurocard, VISA, cash",cash,35,Moderate,True,True
U1094,135071,0,1,0,23.73944,-99.160548,false,abstemious,informal,friends,public,single,independent,1991,variety,thrifty-protector,Catholic,student,green,59,medium,1.71,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,SLP,Mexico,full_bar,section,informal,no_accessibility,medium,familiar,f,closed,none,bar_pub_brewery,yes,"American_Express, MasterCard-Eurocard, VISA, cash",cash,35,Moderate,True,True
U1094,132830,0,1,0,23.73944,-99.160548,false,abstemious,informal,friends,public,single,independent,1991,variety,thrifty-protector,Catholic,student,green,59,medium,1.71,22.1508494,-100.9397522,Rincon Huasteco,,,,,no_alcohol_served,none,informal,completely,low,familiar,f,closed,none,,none,,cash,35,Affordable,True,
U1094,135070,0,1,0,23.73944,-99.160548,false,abstemious,informal,friends,public,single,independent,1991,variety,thrifty-protector,Catholic,student,green,59,medium,1.71,22.152918,-100.915164,Restaurante 75,Villa de Pozos 4497 Villa de Pozos,San Luis Potosi,SLP,Mexico,no_alcohol_served,none,informal,no_accessibility,medium,familiar,f,closed,none,,yes,cash,cash,35,Moderate,True,True
U1094,135108,0,1,1,23.73944,-99.160548,false,abstemious,informal,friends,public,single,independent,1991,variety,thrifty-protector,Catholic,student,green,59,medium,1.71,22.1362534,-100.9335852,Potzocalli,Carretera Central Sn,San Luis Potosi,,,no_alcohol_served,none,informal,completely,low,familiar,f,closed,none,,none,,cash,35,Affordable,True,
U1094,135069,0,1,0,23.73944,-99.160548,false,abstemious,informal,friends,public,single,independent,1991,variety,thrifty-protector,Catholic,student,green,59,medium,1.71,22.140129,-100.944872,Abondance Restaurante Bar,Industrias 908 Valle Dorado,San Luis Potosi,SLP,Mexico,wine-beer,none,informal,no_accessibility,low,familiar,f,closed,none,bar,yes,cash,cash,35,Affordable,True,True
U1116,135047,2,2,2,22.156469,-100.98554,false,social drinker,formal,family,public,married,kids,1987,technology,thrifty-protector,Catholic,student,blue,40,medium,1.71,22.150921,-100.993828,Restaurante Casa de las Flores,General Mariano Arista 1205 Barrio de Tequisquiap,San Luis Potosi,SLP,Mexico,wine-beer,section,informal,no_accessibility,high,familiar,f,closed,none,,yes,"MasterCard-Eurocard, VISA, cash","VISA, bank_debit_cards, cash",39,Expensive,True,True
U1116,135060,0,0,0,22.156469,-100.98554,false,social drinker,formal,family,public,married,kids,1987,technology,thrifty-protector,Catholic,student,blue,40,medium,1.71,22.156883,-100.978485,Restaurante Marisco Sam,Ignacio Allende 785 Centro,San Luis Potosi,SLP,Mexico,no_alcohol_served,none,informal,no_accessibility,medium,familiar,f,closed,none,seafood,none,cash,"VISA, bank_debit_cards, cash",39,Moderate,True,True
U1116,135038,2,2,2,22.156469,-100.98554,false,social drinker,formal,family,public,married,kids,1987,technology,thrifty-protector,Catholic,student,blue,40,medium,1.71,22.155651,-100.977767,Restaurant la Chalita,Guajardo Sn San Luis Potosi Centro,San Luis Potosi,SLP,Mexico,no_alcohol_served,section,informal,no_accessibility,medium,familiar,f,closed,none,,none,cash,"VISA, bank_debit_cards, cash",39,Moderate,True,True
U1116,135085,2,2,2,22.156469,-100.98554,false,social drinker,formal,family,public,married,kids,1987,technology,thrifty-protector,Catholic,student,blue,40,medium,1.71,22.150802,-100.98268,Tortas Locas Hipocampo,Venustiano Carranza 719 Centro,San Luis Potosi,SLP,Mexico,no_alcohol_served,not permitted,informal,no_accessibility,medium,familiar,f,closed,none,fast_food,public,cash,"VISA, bank_debit_cards, cash",39,Moderate,True,True
U1116,135052,2,2,2,22.156469,-100.98554,false,social drinker,formal,family,public,married,kids,1987,technology,thrifty-protector,Catholic,student,blue,40,medium,1.71,22.150981,-100.977412,La Cantina Restaurante,Ignacio Aldama 300 Centro,San Luis Potosi,SLP,Mexico,full_bar,none,informal,no_accessibility,high,familiar,f,closed,none,bar,none,"MasterCard-Eurocard, VISA, cash","VISA, bank_debit_cards, cash",39,Expensive,True,True
U1116,135052,2,2,2,22.156469,-100.98554,false,social drinker,formal,family,public,married,kids,1987,technology,thrifty-protector,Catholic,student,blue,40,medium,1.71,22.150981,-100.977412,La Cantina Restaurante,Ignacio Aldama 300 Centro,San Luis Potosi,SLP,Mexico,full_bar,none,informal,no_accessibility,high,familiar,f,closed,none,bar_pub_brewery,none,"MasterCard-Eurocard, VISA, cash","VISA, bank_debit_cards, cash",39,Expensive,True,True
U1116,135025,2,2,2,22.156469,-100.98554,false,social drinker,formal,family,public,married,kids,1987,technology,thrifty-protector,Catholic,student,blue,40,medium,1.71,22.14955,-100.97797,El Rincon de San Francisco,1a. de Lozada 1,San Luis Potosi,SLP,Mexico,no_alcohol_served,none,informal,no_accessibility,medium,familiar,f,closed,none,mexican,none,"American_Express, MasterCard-Eurocard, VISA, cash","VISA, bank_debit_cards, cash",39,Moderate,True,True
U1116,135059,0,2,2,22.156469,-100.98554,false,social drinker,formal,family,public,married,kids,1987,technology,thrifty-protector,Catholic,student,blue,40,medium,1.71,22.145108,-100.989547,Restaurant Bar Hacienda los Martinez,Santos Degollado 745 los Alamitos,San Luis Potosi,SLP,Mexico,wine-beer,section,informal,no_accessibility,medium,familiar,f,closed,none,bar,yes,cash,"VISA, bank_debit_cards, cash",39,Moderate,True,True
U1116,135027,0,2,2,22.156469,-100.98554,false,social drinker,formal,family,public,married,kids,1987,technology,thrifty-protector,Catholic,student,blue,40,medium,1.71,22.147145,-100.974494,Restaurant Orizatlan,Pascual M. Hernandez 240,San Luis Potosi,SLP,Mexico,wine-beer,none,informal,no_accessibility,medium,familiar,f,closed,none,mexican,none,"American_Express, MasterCard-Eurocard, VISA, cash","VISA, bank_debit_cards, cash",39,Moderate,True,True
U1116,132825,2,2,2,22.156469,-100.98554,false,social drinker,formal,family,public,married,kids,1987,technology,thrifty-protector,Catholic,student,blue,40,medium,1.71,22.1473922,-100.983092,puesto de tacos,esquina santos degollado y leon guzman,s.l.p.,s.l.p.,mexico,no_alcohol_served,none,informal,completely,low,familiar,f,open,none,mexican,none,cash,"VISA, bank_debit_cards, cash",39,Affordable,True,True
U1116,135030,1,2,2,22.156469,-100.98554,false,social drinker,formal,family,public,married,kids,1987,technology,thrifty-protector,Catholic,student,blue,40,medium,1.71,22.14788,-100.989472,Preambulo Wifi Zone Cafe,Anahuac 805,San Luis Potosi,SLP,Mexico,no_alcohol_served,none,informal,no_accessibility,medium,quiet,f,closed,internet,cafe-coffee_shop,none,cash,"VISA, bank_debit_cards, cash",39,Moderate,True,True
U1116,135030,1,2,2,22.156469,-100.98554,false,social drinker,formal,family,public,married,kids,1987,technology,thrifty-protector,Catholic,student,blue,40,medium,1.71,22.14788,-100.989472,Preambulo Wifi Zone Cafe,Anahuac 805,San Luis Potosi,SLP,Mexico,no_alcohol_served,none,informal,no_accessibility,medium,quiet,f,closed,internet,cafeteria,none,cash,"VISA, bank_debit_cards, cash",39,Moderate,True,True
U1116,132834,2,2,2,22.156469,-100.98554,false,social drinker,formal,family,public,married,kids,1987,technology,thrifty-protector,Catholic,student,blue,40,medium,1.71,22.156469,-100.98554,Gorditas Doa Gloria,sevilla y olmedo 715 a,san luis potosi,san luis potosi,mexico,no_alcohol_served,not permitted,casual,no_accessibility,low,familiar,f,closed,none,mexican,public,cash,"VISA, bank_debit_cards, cash",39,Affordable,True,True
U1105,135057,0,0,0,22.120019,-100.950991,false,social drinker,formal,family,public,single,independent,1991,variety,hard-worker,Christian,student,green,40,medium,1.74,22.145992,-100.955118,El Herradero Restaurante and Bar,Costado Sur Central Camionera Km 2,San Luis Potosi,SLP,Mexico,wine-beer,section,informal,no_accessibility,medium,familiar,f,closed,none,bar,yes,"American_Express, MasterCard-Eurocard, VISA, cash",cash,35,Moderate,True,True
U1105,135069,0,0,0,22.120019,-100.950991,false,social drinker,formal,family,public,single,independent,1991,variety,hard-worker,Christian,student,green,40,medium,1.74,22.140129,-100.944872,Abondance Restaurante Bar,Industrias 908 Valle Dorado,San Luis Potosi,SLP,Mexico,wine-beer,none,informal,no_accessibility,low,familiar,f,closed,none,bar,yes,cash,cash,35,Affordable,True,True
U1105,132830,0,0,0,22.120019,-100.950991,false,social drinker,formal,family,public,single,independent,1991,variety,hard-worker,Christian,student,green,40,medium,1.74,22.1508494,-100.9397522,Rincon Huasteco,,,,,no_alcohol_served,none,informal,completely,low,familiar,f,closed,none,,none,,cash,35,Affordable,True,
U1105,135040,0,0,0,22.120019,-100.950991,false,social drinker,formal,family,public,single,independent,1991,variety,hard-worker,Christian,student,green,40,medium,1.74,22.135617,-100.969709,Restaurant los Compadres,Camino a Simon Diaz 155 Centro,San Luis Potosi,SLP,Mexico,wine-beer,none,informal,no_accessibility,high,familiar,f,closed,none,,yes,"MasterCard-Eurocard, VISA, cash",cash,35,Expensive,True,True
U1105,135033,0,0,0,22.120019,-100.950991,false,social drinker,formal,family,public,single,independent,1991,variety,hard-worker,Christian,student,green,40,medium,1.74,22.14161,-100.973142,Restaurant El Muladar de Calzada,De Guadalupe 460 San Miguelito,San Luis Potosi,SLP,Mexico,no_alcohol_served,section,informal,no_accessibility,medium,familiar,f,closed,none,,none,"American_Express, MasterCard-Eurocard, VISA, cash",cash,35,Moderate,True,True
U1105,135054,0,0,0,22.120019,-100.950991,false,social drinker,formal,family,public,single,independent,1991,variety,hard-worker,Christian,student,green,40,medium,1.74,22.140626,-100.915657,Restaurante y Pescaderia Tampico,Ricardo B. Anaya 2700 Estrella de Oriente,San Luis Potosi,SLP,Mexico,no_alcohol_served,none,informal,no_accessibility,high,familiar,f,closed,none,seafood,yes,"MasterCard-Eurocard, VISA, cash",cash,35,Expensive,True,True
U1105,135039,0,0,0,22.120019,-100.950991,false,social drinker,formal,family,public,single,independent,1991,variety,hard-worker,Christian,student,green,40,medium,1.74,22.145893,-100.97487,Restaurant de Mariscos de Picon,Miguel Barragan 46 Centro,San Luis Potosi,SLP,Mexico,no_alcohol_served,section,informal,no_accessibility,low,familiar,f,closed,none,seafood,yes,cash,cash,35,Affordable,True,True
U1105,135052,0,0,0,22.120019,-100.950991,false,social drinker,formal,family,public,single,independent,1991,variety,hard-worker,Christian,student,green,40,medium,1.74,22.150981,-100.977412,La Cantina Restaurante,Ignacio Aldama 300 Centro,San Luis Potosi,SLP,Mexico,full_bar,none,informal,no_accessibility,high,familiar,f,closed,none,bar,none,"MasterCard-Eurocard, VISA, cash",cash,35,Expensive,True,True
U1105,135052,0,0,0,22.120019,-100.950991,false,social drinker,formal,family,public,single,independent,1991,variety,hard-worker,Christian,student,green,40,medium,1.74,22.150981,-100.977412,La Cantina Restaurante,Ignacio Aldama 300 Centro,San Luis Potosi,SLP,Mexico,full_bar,none,informal,no_accessibility,high,familiar,f,closed,none,bar_pub_brewery,none,"MasterCard-Eurocard, VISA, cash",cash,35,Expensive,True,True
U1075,135081,1,2,1,22.167575,-100.960364,false,casual drinker,informal,family,car owner,single,independent,1991,technology,thrifty-protector,Catholic,student,white,68,medium,1.6,22.164842,-100.960493,El Club,Mexico 810 Centro,San Luis Potosi,SLP,Mexico,no_alcohol_served,none,informal,no_accessibility,medium,familiar,f,closed,none,,none,"MasterCard-Eurocard, VISA, cash",cash,35,Moderate,True,True
U1075,135066,2,1,2,22.167575,-100.960364,false,casual drinker,informal,family,car owner,single,independent,1991,technology,thrifty-protector,Catholic,student,white,68,medium,1.6,22.16835,-100.972466,Restaurante Guerra,20 de Noviembre 1817 Tlaxcala,San Luis Potosi,SLP,Mexico,wine-beer,section,informal,no_accessibility,high,familiar,f,closed,none,,yes,"MasterCard-Eurocard, VISA, cash",cash,35,Expensive,True,True
U1075,135050,2,2,2,22.167575,-100.960364,false,casual drinker,informal,family,car owner,single,independent,1991,technology,thrifty-protector,Catholic,student,white,68,medium,1.6,22.174887,-100.970825,Restaurante la Estrella de Dima,Soledad Sn Arboledas de Soledad,Soledad,SLP,Mexico,wine-beer,none,informal,no_accessibility,high,familiar,f,closed,none,,yes,"American_Express, MasterCard-Eurocard, VISA, cash",cash,35,Expensive,True,True
U1007,135108,1,1,1,22.118464,-100.938256,false,casual drinker,informal,solitary,public,single,independent,1989,variety,thrifty-protector,Catholic,student,purple,60,low,1.59,22.1362534,-100.9335852,Potzocalli,Carretera Central Sn,San Luis Potosi,,,no_alcohol_served,none,informal,completely,low,familiar,f,closed,none,,none,,cash,37,Affordable,True,
U1075,135076,2,2,0,22.167575,-100.960364,false,casual drinker,informal,family,car owner,single,independent,1991,technology,thrifty-protector,Catholic,student,white,68,medium,1.6,22.181017,-100.973614,Restaurante Pueblo Bonito,Mexico 2015 Providencia,San Luis Potosi,SLP,Mexico,wine-beer,none,informal,no_accessibility,high,familiar,f,closed,none,,yes,"American_Express, MasterCard-Eurocard, VISA, cash",cash,35,Expensive,True,True
U1007,135057,1,1,2,22.118464,-100.938256,false,casual drinker,informal,solitary,public,single,independent,1989,variety,thrifty-protector,Catholic,student,purple,60,low,1.59,22.145992,-100.955118,El Herradero Restaurante and Bar,Costado Sur Central Camionera Km 2,San Luis Potosi,SLP,Mexico,wine-beer,section,informal,no_accessibility,medium,familiar,f,closed,none,bar,yes,"American_Express, MasterCard-Eurocard, VISA, cash",cash,37,Moderate,True,True
U1075,135032,1,1,1,22.167575,-100.960364,false,casual drinker,informal,family,car owner,single,independent,1991,technology,thrifty-protector,Catholic,student,white,68,medium,1.6,22.152481,-100.973486,Cafeteria y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,SLP,Mexico,wine-beer,section,informal,no_accessibility,medium,familiar,f,closed,none,cafeteria,public,"MasterCard-Eurocard, VISA, cash",cash,35,Moderate,True,True
U1075,135032,1,1,1,22.167575,-100.960364,false,casual drinker,informal,family,car owner,single,independent,1991,technology,thrifty-protector,Catholic,student,white,68,medium,1.6,22.152481,-100.973486,Cafeteria y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,SLP,Mexico,wine-beer,section,informal,no_accessibility,medium,familiar,f,closed,none,contemporary,public,"MasterCard-Eurocard, VISA, cash",cash,35,Moderate,True,True
U1075,132834,1,2,1,22.167575,-100.960364,false,casual drinker,informal,family,car owner,single,independent,1991,technology,thrifty-protector,Catholic,student,white,68,medium,1.6,22.156469,-100.98554,Gorditas Doa Gloria,sevilla y olmedo 715 a,san luis potosi,san luis potosi,mexico,no_alcohol_served,not permitted,casual,no_accessibility,low,familiar,f,closed,none,mexican,public,cash,cash,35,Affordable,True,True
U1075,135057,2,1,1,22.167575,-100.960364,false,casual drinker,informal,family,car owner,single,independent,1991,technology,thrifty-protector,Catholic,student,white,68,medium,1.6,22.145992,-100.955118,El Herradero Restaurante and Bar,Costado Sur Central Camionera Km 2,San Luis Potosi,SLP,Mexico,wine-beer,section,informal,no_accessibility,medium,familiar,f,closed,none,bar,yes,"American_Express, MasterCard-Eurocard, VISA, cash",cash,35,Moderate,True,True
U1075,132830,1,1,1,22.167575,-100.960364,false,casual drinker,informal,family,car owner,single,independent,1991,technology,thrifty-protector,Catholic,student,white,68,medium,1.6,22.1508494,-100.9397522,Rincon Huasteco,,,,,no_alcohol_served,none,informal,completely,low,familiar,f,closed,none,,none,,cash,35,Affordable,True,
U1075,135062,1,0,1,22.167575,-100.960364,false,casual drinker,informal,family,car owner,single,independent,1991,technology,thrifty-protector,Catholic,student,white,68,medium,1.6,22.153703,-100.979033,Restaurante El Cielo Potosino,Julian de Los Reyes 400 Centro,San Luis Potosi,SLP,Mexico,no_alcohol_served,none,informal,no_accessibility,medium,familiar,f,closed,none,,yes,cash,cash,35,Moderate,True,True
U1075,135039,2,2,0,22.167575,-100.960364,false,casual drinker,informal,family,car owner,single,independent,1991,technology,thrifty-protector,Catholic,student,white,68,medium,1.6,22.145893,-100.97487,Restaurant de Mariscos de Picon,Miguel Barragan 46 Centro,San Luis Potosi,SLP,Mexico,no_alcohol_served,section,informal,no_accessibility,low,familiar,f,closed,none,seafood,yes,cash,cash,35,Affordable,True,True
U1075,135051,1,1,1,22.167575,-100.960364,false,casual drinker,informal,family,car owner,single,independent,1991,technology,thrifty-protector,Catholic,student,white,68,medium,1.6,22.151189,-100.977058,Restaurante Versalles,Francisco I. Madero 145 Centro,San Luis Potosi,SLP,Mexico,no_alcohol_served,section,informal,no_accessibility,low,familiar,f,closed,none,,none,cash,cash,35,Affordable,True,True
U1075,135041,1,1,0,22.167575,-100.960364,false,casual drinker,informal,family,car owner,single,independent,1991,technology,thrifty-protector,Catholic,student,white,68,medium,1.6,22.15106,-100.977659,Luna Cafe,Francisco I. Madero 215,San Luis Potosi,SLP,Mexico,wine-beer,none,informal,no_accessibility,medium,familiar,f,closed,none,bar,none,cash,cash,35,Moderate,True,True
U1075,135041,1,1,0,22.167575,-100.960364,false,casual drinker,informal,family,car owner,single,independent,1991,technology,thrifty-protector,Catholic,student,white,68,medium,1.6,22.15106,-100.977659,Luna Cafe,Francisco I. Madero 215,San Luis Potosi,SLP,Mexico,wine-beer,none,informal,no_accessibility,medium,familiar,f,closed,none,cafeteria,none,cash,cash,35,Moderate,True,True
U1115,135057,2,2,2,22.138127,-100.920512,true,social drinker,elegant,friends,public,single,independent,1990,variety,hard-worker,Catholic,student,green,76,low,1.76,22.145992,-100.955118,El Herradero Restaurante and Bar,Costado Sur Central Camionera Km 2,San Luis Potosi,SLP,Mexico,wine-beer,section,informal,no_accessibility,medium,familiar,f,closed,none,bar,yes,"American_Express, MasterCard-Eurocard, VISA, cash",cash,36,Moderate,True,True
U1115,135082,2,2,2,22.138127,-100.920512,true,social drinker,elegant,friends,public,single,independent,1990,variety,hard-worker,Catholic,student,green,76,low,1.76,22.151448,-100.915099,la Estrella de Dimas,Villa de Pozos 192 Villa de Pozos,San Luis Potosi,SLP,Mexico,no_alcohol_served,none,informal,no_accessibility,medium,familiar,f,closed,none,,none,cash,cash,36,Moderate,True,True
